"geo","geo_name","sect_perf","sect_perf_names","unit","unit_name","rnd_act","rnd_act_name","year","value","value_note","interpolated_flag"
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,48733000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,44226000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,52486000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,53758000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,62447000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,80450000,"",FALSE
"SI","Slovenia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,10271000,"Estimated",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,17941000,"Estimated",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,18580000,"Estimated",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,18580000,"Estimated",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,19053000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,25704000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,9922000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,1966000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,5398000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,4047000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,10232000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,7601000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,22249000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,26727000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,21341000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,30123000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,36778000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,54088000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,62140000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,52687000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,55372000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,87733000,"",FALSE
"SK","Slovakia","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,NA,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,NA,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,NA,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,43445000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,49078000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,105589000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,91834000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,114098000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,156367000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,156971000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,201146000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,188621000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,181510000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,326795000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,423175000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,515551000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,940250000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,1036125000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,1211171000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,1395643000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,1567344000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,1882536000,"",FALSE
"TR","Türkiye","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,2155620000,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,NA,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,NA,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,1076098000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,894991000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,855169000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,827239000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,1028186000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,1093914000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,1079249000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,1199368000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,1043136000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,746984000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,870785000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,1000451000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,1243366000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,1322519000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,1902435000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,2043114000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,2184085000,"Estimated",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,NA,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,NA,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,NA,"",FALSE
"UK","United Kingdom","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,6475858000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,7242644000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,6684912000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,7234196000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,6622215000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,7097118000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,6660676000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,8719844000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,9386988000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,11136063000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,12182595000,"Difference in Methodology",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,9493016000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,9517477000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,13742220000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,15202791000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,14953173000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,17023935000,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,NA,"",FALSE
"US","United States","BES","Business Enterprise","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,53243500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,55063750,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,56884000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,56539500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,56195000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,59778500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,63362000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,70904000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,70162500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,69421000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,76712500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,84004000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,78415000,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,72826000,"Estimated",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,74650000,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,76474000,"Difference in Methodology",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,128105000,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,179736000,"Difference in Methodology",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,185491500,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,191247000,"Difference in Methodology",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,198340000,"",TRUE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,205433000,"Difference in Methodology",FALSE
"AT","Austria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,NA,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,605000,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,762000,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,807000,"",FALSE
"BA","Bosnia and Herzegovina","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,NA,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,182184000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,185591000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2014,437275000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2015,466084000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2016,272752000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2017,285362000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2018,215560000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2019,233381000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2020,248370000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2021,258395000,"",FALSE
"BE","Belgium","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2022,NA,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2000,65241000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2001,62858000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2002,70040000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2003,97123000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2004,84178000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2005,83005000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2006,73425000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2007,72189000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2008,75775000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2009,83713000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2010,53149000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2011,57583000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2012,50090000,"",FALSE
"BG","Bulgaria","GOV","Government","MIO_PPS_KP05","Purchasing Power Standard at 2005 prices","BRSRCH","Basic research",2013,46392000,"",FALSE
